second,avg_latency_ms_zookeeper_v3.4.8_snap10k,throughput_zookeeper_v3.4.8_snap10k,cumulative_throughput_zookeeper_v3.4.8_snap10k,avg_cpu_zookeeper_v3.4.8_snap10k,avg_memory_mb_zookeeper_v3.4.8_snap10k,avg_latency_ms_zookeeper_v3.4.8_snap100k,throughput_zookeeper_v3.4.8_snap100k,cumulative_throughput_zookeeper_v3.4.8_snap100k,avg_cpu_zookeeper_v3.4.8_snap100k,avg_memory_mb_zookeeper_v3.4.8_snap100k,avg_latency_ms_etcdv3_gotip,throughput_etcdv3_gotip,cumulative_throughput_etcdv3_gotip,avg_cpu_etcdv3_gotip,avg_memory_mb_etcdv3_gotip,avg_latency_ms_etcdv3_go1.6,throughput_etcdv3_go1.6,cumulative_throughput_etcdv3_go1.6,avg_cpu_etcdv3_go1.6,avg_memory_mb_etcdv3_go1.6,avg_latency_ms_etcdv3_go1.5,throughput_etcdv3_go1.5,cumulative_throughput_etcdv3_go1.5,avg_cpu_etcdv3_go1.5,avg_memory_mb_etcdv3_go1.5,avg_latency_ms_etcdv2_go1.4,throughput_etcdv2_go1.4,cumulative_throughput_etcdv2_go1.4,avg_cpu_etcdv2_go1.4,avg_memory_mb_etcdv2_go1.4,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1937886,57.78,5004.66
1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14161.598005,190,1938076,57.81,5004.66
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938076,57.79,5004.66
1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938076,57.76,5004.66
1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938076,57.72,5004.66
1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938076,57.69,5004.66
1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15279.018525,202,1938278,57.66,5004.66
1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938278,57.63,5004.66
1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938278,57.66,5005.78
1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938278,57.63,5005.78
1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938278,57.60,5005.78
1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938278,57.58,5005.78
1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16675.973791,614,1938892,57.54,5005.78
1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.52,5005.78
1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.48,4996.16
1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.45,4979.22
1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.42,4973.02
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.39,4973.02
1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.42,4973.02
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.39,4973.02
1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.36,4973.02
1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1938892,57.34,4973.02
1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20489.672906,195,1939087,57.31,4973.02
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1939087,57.28,4973.02
1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14591.726909,455,1939542,57.25,4973.02
1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12631.844115,260,1939802,57.26,4973.02
1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4427.767632,583,1940385,57.27,4973.70
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.552412,390,1940775,57.25,4973.70
1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.222012,584,1941359,57.22,4973.70
1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137.805882,457,1941816,57.20,4973.70
1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.201418,517,1942333,57.24,4973.70
1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.587220,307,1942640,57.22,4973.70
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110.130733,603,1943243,57.19,4973.70
1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296.116400,519,1943762,57.23,4973.70
1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.693750,390,1944152,57.21,4973.70
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.906872,390,1944542,57.18,4973.70
1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.439227,520,1945062,57.16,4973.70
1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.095213,194,1945256,57.13,4973.70
1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907.176614,390,1945646,57.18,4973.70
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486.985554,131,1945777,57.21,4973.70
1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885.569956,259,1946036,57.18,4973.70
1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113.460986,261,1946297,57.15,4973.70
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.414616,259,1946556,57.13,4973.70
1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172.760214,221,1946777,57.10,4973.70
1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075.213244,235,1947012,57.08,4973.70
1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347.913241,220,1947232,57.05,4973.70
1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290.906295,260,1947492,57.08,4973.70
1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272.703097,258,1947750,57.06,4973.70
1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273.371030,262,1948012,57.03,4973.70
1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273.400735,155,1948167,57.01,4973.70
1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4339.882232,261,1948428,56.98,4973.70
1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327.296686,193,1948621,56.96,4973.70
1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342.903796,198,1948819,56.93,4973.70
1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4638.428429,218,1949037,57.03,4973.70
1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639.711053,196,1949233,57.01,4973.70
1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.893246,259,1949492,56.98,4973.70
1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4575.840494,259,1949751,56.95,4973.70
1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665.799307,133,1949884,56.93,4973.70
1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910.858553,153,1950037,56.91,4973.70
1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5086.281615,196,1950233,56.88,4973.70
1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.910879,193,1950426,56.85,4973.70
1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486.414185,194,1950620,56.83,4973.70
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5614.748901,197,1950817,56.86,4973.70
1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5644.250471,133,1950950,56.84,4973.70
1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5664.656158,153,1951103,56.81,4973.70
1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.903002,131,1951234,56.78,4973.79
1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5965.101879,194,1951428,56.76,4973.79
1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967.801093,165,1951593,56.73,4974.83
1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.141745,225,1951818,56.82,4974.83
1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.622020,132,1951950,56.80,4974.83
1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5946.354156,153,1952103,56.77,4974.83
1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.855992,131,1952234,56.75,4974.83
1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.606440,196,1952430,56.72,4974.83
1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850.461679,192,1952622,56.70,4974.83
1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.556170,197,1952819,56.67,4974.83
1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5914.370483,132,1952951,56.65,4974.83
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5965.657894,152,1953103,56.63,4974.83
1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.313551,138,1953241,56.65,4974.83
1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054.992494,189,1953430,56.62,4974.83
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.897162,194,1953624,56.60,4974.83
1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6012.513192,194,1953818,56.58,4974.83
1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5903.415541,144,1953962,56.55,4974.83
1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.048976,114,1954076,56.53,4975.27
1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.726489,165,1954241,56.61,4975.27
1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.932847,189,1954430,56.59,4975.27
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.478922,195,1954625,56.57,4975.27
1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947.991829,194,1954819,56.54,4975.27
1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967.455839,143,1954962,56.51,4975.27
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998.616733,144,1955106,56.49,4975.27
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5990.759451,135,1955241,56.47,4975.27
1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6090.403287,189,1955430,56.44,4975.27
1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6081.849640,195,1955625,56.43,4975.27
1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.241787,193,1955818,56.44,4975.27
1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6034.497456,144,1955962,56.42,4975.27
1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066.505787,79,1956041,56.40,4975.27
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6166.946200,135,1956176,56.37,4975.27
1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201.752277,192,1956368,56.34,4975.27
1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6248.118220,194,1956562,56.32,4975.27
1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6241.915314,194,1956756,56.39,4975.27
1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6231.865065,195,1956951,56.39,4975.27
1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6159.446349,82,1957033,56.36,4975.27
1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154.052429,143,1957176,56.34,4975.27
1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162.439888,130,1957306,56.33,4975.27
1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6242.105589,191,1957497,56.33,4975.27
1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169.424374,259,1957756,56.32,4975.27
1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6263.950278,130,1957886,56.31,4975.27
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.151879,146,1958032,56.31,4975.27
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6166.500379,141,1958173,56.41,4975.27
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6161.187110,133,1958306,56.43,4975.27
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.793102,191,1958497,56.44,4975.27
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162.561225,193,1958690,56.45,4975.27
1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6159.636955,196,1958886,56.46,4975.27
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6206.585849,81,1958967,56.46,4975.27
1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.378118,139,1959106,56.48,4975.27
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569.867266,135,1959241,56.51,4984.42
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6644.084030,129,1959370,56.55,4984.42
1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714.100611,192,1959562,56.54,4984.42
1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757.850872,194,1959756,56.59,4984.42
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6716.141528,132,1959888,56.59,4984.42
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6821.031576,80,1959968,56.56,4984.42
1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702.923251,144,1960112,56.54,4984.42
1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757.894040,130,1960242,56.51,4984.42
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6821.839896,131,1960373,56.49,4984.42
1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6736.858255,189,1960562,56.46,4984.42
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6870.228885,195,1960757,56.43,4984.42
1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7081.906274,131,1960888,56.41,4984.42
1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949.777969,80,1960968,56.44,4984.42
1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6953.098309,146,1961114,56.42,4984.42
1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6947.101078,129,1961243,56.41,4984.42
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6946.525510,151,1961394,56.43,4984.42
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6946.459782,233,1961627,56.40,4984.42
1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.909138,127,1961754,56.38,4984.42
1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7097.901083,72,1961826,56.40,4987.89
1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8036.742706,61,1961887,56.38,4987.89
1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1961887,56.35,4987.89
1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9537.669957,1,1961888,56.33,4987.89
1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10109.012494,81,1961969,56.30,4987.89
1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10143.627829,140,1962109,56.27,4987.89
1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10171.597322,133,1962242,56.25,4987.89
1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10202.874404,131,1962373,56.22,4987.89
1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10222.150183,128,1962501,56.20,4987.89
1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10459.395664,62,1962563,56.22,4996.64
1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11075.489008,64,1962627,56.20,4996.64
1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11786.625611,1,1962628,56.17,4996.64
1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13415.992203,1,1962629,56.15,4996.64
1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962629,56.12,4996.64
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14919.719455,1,1962630,56.10,4996.64
1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962630,56.06,4996.64
1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16605.823870,60,1962690,56.04,4996.64
1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962690,56.01,4996.64
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18379.662959,2,1962692,55.98,4996.64
1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962692,55.95,4996.64
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20734.915148,62,1962754,55.93,4996.64
1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962754,55.90,4996.64
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962754,55.86,4996.64
1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23117.640583,2,1962756,55.84,4996.64
1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962756,55.81,4996.64
1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962756,55.78,4996.64
1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26458.362412,1,1962757,55.75,4996.64
1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962757,55.78,4996.64
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28289.446093,1,1962758,55.78,4996.64
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962758,55.77,4996.64
1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962758,55.76,4996.64
1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962758,55.75,4996.64
1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31751.969840,1,1962759,55.74,4996.44
1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1962759,55.74,4987.96
1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33490.869251,129,1962888,55.73,5006.88
1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29556.691246,446,1963334,55.72,5031.69
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26307.720503,357,1963691,55.71,5034.05
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10207.188426,132,1963823,55.76,5034.22
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3865.906627,65,1963888,55.75,5034.22
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4228.759747,255,1964143,55.73,5034.22
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4715.000239,194,1964337,55.70,5034.22
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5199.869483,241,1964578,55.68,5034.22
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611.940846,178,1964756,55.71,5034.22
1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.516589,68,1964824,55.69,5034.22
1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970.973379,65,1964889,55.67,5034.22
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6244.248797,128,1965017,55.64,5034.22
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594.071862,131,1965148,55.61,5034.22
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6935.565577,124,1965272,55.64,5054.30
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7430.498940,190,1965462,55.62,5054.30
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7798.295852,100,1965562,55.60,5054.30
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8429.411474,29,1965591,55.59,5054.30
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9049.971162,101,1965692,55.61,5054.30
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.220486,70,1965762,55.58,5054.30
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9373.232450,67,1965829,55.56,5054.30
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9644.999069,63,1965892,55.53,5054.30
1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9981.968833,124,1966016,55.51,5054.30
1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10314.281266,68,1966084,55.49,5054.30
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535.579500,123,1966207,55.50,5054.30
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10904.772587,127,1966334,55.55,5066.04
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11140.694271,65,1966399,55.53,5066.04
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11357.701431,128,1966527,55.51,5066.04
1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11692.311296,35,1966562,55.48,5066.04
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12052.960161,28,1966590,55.45,5066.04
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966590,55.43,5066.04
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966590,55.41,5066.04
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966590,55.38,5066.04
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966590,55.41,5066.04
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966590,55.38,5066.04
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15530.979962,367,1966957,55.36,5066.04
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966957,55.33,5066.04
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966957,55.31,5066.04
1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1966957,55.28,5066.04
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15191.339624,315,1967272,55.26,5066.04
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1967272,55.29,5068.30
1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1967272,55.27,5068.30
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15484.707983,199,1967471,55.24,5068.30
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1967471,55.22,5068.30
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0,1967471,55.19,5068.30
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12757.080079,314,1967785,55.17,5068.30
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8432.707431,510,1968295,55.14,5068.30
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179.692268,463,1968758,55.12,5068.30
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128.473636,324,1969082,55.16,5068.30
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797.397902,195,1969277,55.14,5068.30
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318.563998,195,1969472,55.11,5068.30
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.369139,259,1969731,55.09,5068.30
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4135.367822,260,1969991,55.07,5068.30
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.538138,261,1970252,55.05,5068.30
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180.348456,216,1970468,55.02,5068.30
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.151976,248,1970716,55.11,5068.30
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331.603150,210,1970926,55.09,5068.30
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412.149839,260,1971186,55.07,5068.30
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409.729828,133,1971319,55.05,5068.30
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375.599635,330,1971649,55.02,5068.30
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544.183722,116,1971765,55.00,5068.30
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4548.484075,291,1972056,54.98,5068.30
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4597.239205,172,1972228,54.96,5068.30
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.921732,220,1972448,54.99,5068.30
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750.028299,203,1972651,54.97,5068.30
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4742.550744,210,1972861,54.94,5068.30
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829.272025,195,1973056,54.92,5068.30
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4903.619186,198,1973254,54.90,5068.30
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833.212145,195,1973449,54.88,5068.30
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.310710,200,1973649,54.86,5068.30
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.871752,148,1973797,54.94,5068.30
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187.910377,195,1973992,54.92,5068.30
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138.134709,199,1974191,54.90,5068.30
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.338510,258,1974449,54.87,5068.30
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148.074541,156,1974605,54.85,5068.30
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5118.004965,192,1974797,54.83,5068.30
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185.094536,196,1974993,54.81,5068.30
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.573346,196,1975189,54.78,5068.30
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492.616235,131,1975320,54.82,5068.30
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449.445383,156,1975476,54.80,5068.30
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.730221,241,1975717,54.78,5068.30
